date;system_time;cycle_time;battery_state;voltage[V];current[mA];capacity[mAh]
2025-10-25;02:07:09;0:00:42.564867;charging;4.196;0.17;40
2025-10-25;02:07:09;0:00:42.699411;charging;4.197;0.17;40
2025-10-25;02:07:09;0:00:42.804705;charging;4.198;0.17;40
2025-10-25;02:07:09;0:00:42.909777;charging;4.196;0.16;40
2025-10-25;02:07:09;0:00:43.013099;charging;4.196;0.17;41
2025-10-25;02:07:10;0:00:43.119061;charging;4.196;0.17;41
2025-10-25;02:07:10;0:00:43.223244;charging;4.196;0.17;41
2025-10-25;02:07:10;0:00:43.339175;charging;4.196;0.17;41
2025-10-25;02:07:10;0:00:43.443509;charging;4.197;0.17;41
2025-10-25;02:07:10;0:00:43.552241;charging;4.197;0.16;41
