iCharger106B;Outlet
Time [hh:mm:ss.SSS];Voltage [V];Current [A];Capacity [mAh]
00:54:36.000;4.20;0.25;316
00:54:38.000;4.20;0.25;316
00:54:40.000;4.20;0.26;316
00:54:42.000;4.20;0.25;316
00:54:44.000;4.20;0.25;316
00:54:46.000;4.20;0.25;316
00:54:48.000;4.20;0.25;317
00:54:50.000;4.20;0.25;317
00:54:52.000;4.20;0.26;317
00:54:54.000;4.20;0.25;317
00:54:56.000;4.20;0.25;317
00:54:58.000;4.20;0.26;317
00:55:00.000;4.20;0.26;317
00:55:02.000;4.20;0.26;318
00:55:04.000;4.20;0.26;318
00:55:06.000;4.20;0.26;318
00:55:08.000;4.20;0.26;318
00:55:10.000;4.20;0.26;318
00:55:12.000;4.20;0.26;318
00:55:14.000;4.20;0.26;318
00:55:16.000;4.20;0.26;319
00:55:18.000;4.20;0.26;319
00:55:20.000;4.20;0.25;319
00:55:22.000;4.20;0.25;319
00:55:24.000;4.20;0.25;319
00:55:26.000;4.20;0.25;319
00:55:28.000;4.20;0.25;319
00:55:30.000;4.20;0.25;320
00:55:32.000;4.20;0.25;320
00:55:34.000;4.20;0.25;320
00:55:36.000;4.20;0.25;320
00:55:38.000;4.20;0.25;320
00:55:40.000;4.20;0.25;320
00:55:42.000;4.20;0.25;320
00:55:44.000;4.20;0.25;321
00:55:46.000;4.20;0.26;321
00:55:48.000;4.20;0.25;321
00:55:50.000;4.20;0.25;321
00:55:52.000;4.20;0.25;321
00:55:54.000;4.20;0.25;321
00:55:56.000;4.20;0.26;322
00:55:58.000;4.20;0.25;322
00:56:00.000;4.20;0.25;322
00:56:02.000;4.20;0.26;322
00:56:04.000;4.20;0.26;322
00:56:06.000;4.20;0.26;322
00:56:08.000;4.20;0.26;322
00:56:10.000;4.20;0.26;323
00:56:12.000;4.20;0.26;323
00:56:14.000;4.20;0.26;323
00:56:16.000;4.20;0.26;323
00:56:18.000;4.21;0.26;323
00:56:20.000;4.20;0.26;323
00:56:22.000;4.20;0.26;323
00:56:24.000;4.20;0.26;324
00:56:26.000;4.20;0.26;324
00:56:28.000;4.20;0.26;324
00:56:30.000;4.20;0.26;324
00:56:32.000;4.20;0.26;324
00:56:34.000;4.20;0.26;324
00:56:36.000;4.20;0.25;324
00:56:38.000;4.20;0.25;325
00:56:40.000;4.20;0.25;325
00:56:42.000;4.20;0.26;325
00:56:44.000;4.20;0.25;325
00:56:46.000;4.20;0.25;325
00:56:48.000;4.20;0.25;325
00:56:50.000;4.20;0.26;325
00:56:52.000;4.20;0.26;326
00:56:54.000;4.20;0.26;326
00:56:56.000;4.20;0.25;326
00:56:58.000;4.20;0.26;326
00:57:00.000;4.20;0.25;326
00:57:02.000;4.20;0.26;326
00:57:04.000;4.20;0.26;327
00:57:06.000;4.20;0.26;327
00:57:08.000;4.20;0.26;327
00:57:10.000;4.20;0.26;327
00:57:12.000;4.20;0.26;327
00:57:14.000;4.20;0.26;327
00:57:16.000;4.20;0.25;327
00:57:18.000;4.20;0.26;327
00:57:20.000;4.20;0.26;328
00:57:22.000;4.20;0.25;328
00:57:24.000;4.20;0.25;328
00:57:26.000;4.20;0.26;328
00:57:28.000;4.20;0.26;328
00:57:30.000;4.20;0.26;328
00:57:32.000;4.20;0.25;328
00:57:34.000;4.20;0.26;329
00:57:36.000;4.20;0.26;329
00:57:38.000;4.20;0.26;329
00:57:40.000;4.20;0.25;329
00:57:42.000;4.20;0.25;329
00:57:44.000;4.20;0.25;329
00:57:46.000;4.20;0.25;330
00:57:48.000;4.20;0.25;330
00:57:50.000;4.20;0.25;330
00:57:52.000;4.20;0.25;330
00:57:54.000;4.20;0.25;330
00:57:56.000;4.20;0.26;330
00:57:58.000;4.20;0.25;330
00:58:00.000;4.20;0.25;331
00:58:02.000;4.20;0.25;331
00:58:04.000;4.20;0.25;331
00:58:06.000;4.20;0.25;331
00:58:08.000;4.20;0.25;331
00:58:10.000;4.20;0.25;331
00:58:12.000;4.20;0.25;331
00:58:14.000;4.20;0.25;332
00:58:16.000;4.20;0.25;332
00:58:18.000;4.20;0.25;332
00:58:20.000;4.20;0.25;332
00:58:22.000;4.20;0.25;332
00:58:24.000;4.20;0.25;332
00:58:26.000;4.20;0.25;332
00:58:28.000;4.20;0.25;333
00:58:30.000;4.20;0.25;333
00:58:32.000;4.20;0.25;333
00:58:34.000;4.20;0.25;333
00:58:36.000;4.20;0.25;333
00:58:38.000;4.20;0.25;333
00:58:40.000;4.20;0.25;333
00:58:42.000;4.20;0.25;334
00:58:44.000;4.20;0.25;334
00:58:46.000;4.20;0.25;334
00:58:48.000;4.20;0.25;334
00:58:50.000;4.20;0.25;334
00:58:52.000;4.20;0.25;334
00:58:54.000;4.20;0.25;334
00:58:56.000;4.20;0.25;335
00:58:58.000;4.20;0.25;335
00:59:00.000;4.20;0.25;335
00:59:02.000;4.20;0.25;335
00:59:04.000;4.20;0.25;335
00:59:06.000;4.20;0.25;335
00:59:08.000;4.20;0.25;335
00:59:10.000;4.20;0.25;336
00:59:12.000;4.20;0.25;336
00:59:14.000;4.20;0.25;336
00:59:16.000;4.20;0.25;336
00:59:18.000;4.20;0.25;336
00:59:20.000;4.20;0.25;336
00:59:22.000;4.20;0.25;336
00:59:24.000;4.20;0.25;337
00:59:26.000;4.20;0.25;337
00:59:28.000;4.20;0.25;337
00:59:30.000;4.20;0.25;337
00:59:32.000;4.20;0.25;337
00:59:34.000;4.20;0.25;337
00:59:36.000;4.20;0.25;337
00:59:38.000;4.20;0.25;338
00:59:40.000;4.20;0.25;338
00:59:42.000;4.20;0.25;338
00:59:44.000;4.20;0.25;338
00:59:46.000;4.20;0.25;338
00:59:48.000;4.20;0.25;338
00:59:50.000;4.20;0.25;338
00:59:52.000;4.20;0.25;339
00:59:54.000;4.20;0.25;339
00:59:56.000;4.20;0.25;339
00:59:58.000;4.20;0.25;339
01:00:00.000;4.20;0.25;339
01:00:02.000;4.20;0.25;339
01:00:04.000;4.20;0.25;339
01:00:06.000;4.20;0.25;340
01:00:08.000;4.20;0.25;340
01:00:10.000;4.20;0.25;340
01:00:12.000;4.20;0.25;340
01:00:14.000;4.20;0.25;340
01:00:16.000;4.20;0.25;340
01:00:18.000;4.20;0.25;340
01:00:20.000;4.20;0.25;341
01:00:22.000;4.20;0.25;341
01:00:24.000;4.20;0.25;341
01:00:26.000;4.20;0.25;341
01:00:28.000;4.20;0.25;341
01:00:30.000;4.20;0.25;341
01:00:32.000;4.20;0.25;341
01:00:34.000;4.20;0.25;342
01:00:36.000;4.20;0.25;342
01:00:38.000;4.20;0.25;342
01:00:40.000;4.20;0.25;342
01:00:42.000;4.20;0.25;342
01:00:44.000;4.20;0.25;342
01:00:46.000;4.20;0.25;342
01:00:48.000;4.20;0.25;343
01:00:50.000;4.20;0.25;343
01:00:52.000;4.20;0.25;343
01:00:54.000;4.20;0.25;343
01:00:56.000;4.20;0.25;343
01:00:58.000;4.20;0.25;343
01:01:00.000;4.20;0.25;343
01:01:02.000;4.20;0.25;344
01:01:04.000;4.20;0.25;344
01:01:06.000;4.20;0.25;344
01:01:08.000;4.20;0.25;344
01:01:10.000;4.20;0.25;344
01:01:12.000;4.20;0.25;344
01:01:14.000;4.20;0.25;344
01:01:16.000;4.20;0.25;344
01:01:18.000;4.20;0.25;345
01:01:20.000;4.20;0.25;345
01:01:22.000;4.20;0.25;345
01:01:24.000;4.20;0.25;345
01:01:26.000;4.20;0.25;345
01:01:28.000;4.20;0.25;345
01:01:30.000;4.20;0.25;345
01:01:32.000;4.20;0.25;346
01:01:34.000;4.20;0.25;346
01:01:36.000;4.20;0.25;346
01:01:38.000;4.20;0.25;346
01:01:40.000;4.20;0.25;346
01:01:42.000;4.20;0.25;346
01:01:44.000;4.20;0.25;346
01:01:46.000;4.20;0.25;347
01:01:48.000;4.20;0.25;347
01:01:50.000;4.20;0.25;347
01:01:52.000;4.20;0.25;347
01:01:54.000;4.20;0.25;347
01:01:56.000;4.20;0.25;347
01:01:58.000;4.20;0.25;347
01:02:00.000;4.20;0.25;348
01:02:02.000;4.20;0.25;348
01:02:04.000;4.20;0.25;348
01:02:06.000;4.20;0.25;348
01:02:08.000;4.20;0.25;348
01:02:10.000;4.20;0.25;348
01:02:12.000;4.20;0.25;348
01:02:14.000;4.20;0.25;349
01:02:16.000;4.20;0.24;349
01:02:18.000;4.20;0.24;349
01:02:20.000;4.20;0.24;349
01:02:22.000;4.20;0.25;349
01:02:24.000;4.20;0.24;349
01:02:26.000;4.20;0.25;349
01:02:28.000;4.20;0.24;350
01:02:30.000;4.20;0.24;350
01:02:32.000;4.20;0.24;350
01:02:34.000;4.20;0.24;350
01:02:36.000;4.20;0.24;350
01:02:38.000;4.20;0.24;350
01:02:40.000;4.20;0.24;350
01:02:42.000;4.20;0.24;350
01:02:44.000;4.20;0.24;351
01:02:46.000;4.20;0.25;351
01:02:48.000;4.20;0.24;351
01:02:50.000;4.20;0.24;351
01:02:52.000;4.20;0.24;351
01:02:54.000;4.20;0.24;351
01:02:56.000;4.20;0.25;351
01:02:58.000;4.20;0.25;352
01:03:00.000;4.20;0.25;352
01:03:02.000;4.20;0.24;352
01:03:04.000;4.20;0.24;352
01:03:06.000;4.20;0.24;352
01:03:08.000;4.20;0.24;352
01:03:10.000;4.20;0.25;352
01:03:12.000;4.20;0.25;353
01:03:14.000;4.20;0.24;353
01:03:16.000;4.20;0.24;353
01:03:18.000;4.20;0.25;353
01:03:20.000;4.20;0.24;353
01:03:22.000;4.20;0.24;353
01:03:24.000;4.20;0.24;353
01:03:26.000;4.19;0.24;354
01:03:28.000;4.20;0.24;354
01:03:30.000;4.20;0.25;354
01:03:32.000;4.20;0.24;354
01:03:34.000;4.20;0.24;354
01:03:36.000;4.20;0.24;354
01:03:38.000;4.20;0.25;354
01:03:40.000;4.20;0.24;355
01:03:42.000;4.20;0.24;355
01:03:44.000;4.20;0.25;355
01:03:46.000;4.20;0.24;355
01:03:48.000;4.20;0.24;355
01:03:50.000;4.20;0.25;355
01:03:52.000;4.20;0.25;355
01:03:54.000;4.20;0.25;355
01:03:56.000;4.20;0.25;356
01:03:58.000;4.20;0.25;356
01:04:00.000;4.20;0.25;356
01:04:02.000;4.20;0.25;356
01:04:04.000;4.20;0.25;356
01:04:06.000;4.20;0.25;356
01:04:08.000;4.20;0.25;357
01:04:10.000;4.20;0.25;357
01:04:12.000;4.20;0.25;357
01:04:14.000;4.20;0.25;357
01:04:16.000;4.20;0.25;357
01:04:18.000;4.20;0.25;357
01:04:20.000;4.20;0.25;357
01:04:22.000;4.20;0.25;357
01:04:24.000;4.20;0.25;358
01:04:26.000;4.20;0.25;358
01:04:28.000;4.20;0.25;358
01:04:30.000;4.20;0.24;358
01:04:32.000;4.20;0.25;358
01:04:34.000;4.20;0.25;358
01:04:36.000;4.20;0.25;358
01:04:38.000;4.20;0.25;359
01:04:40.000;4.20;0.25;359
01:04:42.000;4.20;0.25;359
01:04:44.000;4.20;0.25;359
01:04:46.000;4.20;0.25;359
01:04:48.000;4.20;0.24;359
01:04:50.000;4.20;0.25;359
01:04:52.000;4.20;0.24;360
01:04:54.000;4.20;0.24;360
01:04:56.000;4.20;0.25;360
01:04:58.000;4.20;0.25;360
01:05:00.000;4.20;0.25;360
01:05:02.000;4.20;0.24;360
01:05:04.000;4.20;0.25;360
01:05:06.000;4.20;0.25;361
01:05:08.000;4.20;0.25;361
01:05:10.000;4.20;0.25;361
01:05:12.000;4.20;0.25;361
01:05:14.000;4.20;0.25;361
01:05:16.000;4.20;0.24;361
01:05:18.000;4.20;0.25;361
01:05:20.000;4.20;0.25;362
01:05:22.000;4.20;0.25;362
01:05:24.000;4.20;0.25;362
01:05:26.000;4.20;0.25;362
01:05:28.000;4.20;0.24;362
01:05:30.000;4.20;0.25;362
01:05:32.000;4.20;0.24;362
01:05:34.000;4.20;0.25;362
01:05:36.000;4.20;0.24;363
01:05:38.000;4.20;0.24;363
01:05:40.000;4.20;0.24;363
01:05:42.000;4.20;0.24;363
01:05:44.000;4.20;0.25;363
01:05:46.000;4.20;0.24;363
01:05:48.000;4.20;0.25;363
01:05:50.000;4.20;0.24;364
01:05:52.000;4.20;0.25;364
01:05:54.000;4.20;0.24;364
01:05:56.000;4.20;0.24;364
01:05:58.000;4.20;0.24;364
01:06:00.000;4.20;0.24;364
01:06:02.000;4.20;0.24;364
01:06:04.000;4.20;0.24;365
01:06:06.000;4.20;0.24;365
01:06:08.000;4.20;0.24;365
01:06:10.000;4.20;0.24;365
01:06:12.000;4.21;0.25;365
01:06:14.000;4.20;0.24;365
01:06:16.000;4.20;0.24;365
01:06:18.000;4.20;0.24;366
01:06:20.000;4.20;0.24;366
01:06:22.000;4.20;0.24;366
01:06:24.000;4.20;0.24;366
01:06:26.000;4.20;0.24;366
01:06:28.000;4.20;0.24;366
01:06:30.000;4.20;0.24;366
01:06:32.000;4.20;0.24;367
01:06:34.000;4.20;0.24;367
01:06:36.000;4.20;0.24;367
01:06:38.000;4.20;0.24;367
01:06:40.000;4.20;0.24;367
01:06:42.000;4.20;0.24;367
01:06:44.000;4.21;0.24;367
01:06:46.000;4.21;0.24;367
01:06:48.000;4.20;0.24;368
01:06:50.000;4.20;0.24;368
01:06:52.000;4.20;0.24;368
01:06:54.000;4.20;0.24;368
01:06:56.000;4.20;0.24;368
01:06:58.000;4.20;0.24;368
01:07:00.000;4.20;0.24;369
01:07:02.000;4.20;0.24;369
01:07:04.000;4.20;0.24;369
01:07:06.000;4.20;0.24;369
01:07:08.000;4.20;0.24;369
01:07:10.000;4.20;0.24;369
01:07:12.000;4.21;0.24;369
01:07:14.000;4.20;0.23;369
01:07:16.000;4.20;0.24;370
01:07:18.000;4.20;0.24;370
01:07:20.000;4.20;0.24;370
01:07:22.000;4.20;0.24;370
01:07:24.000;4.20;0.24;370
01:07:26.000;4.21;0.24;370
01:07:28.000;4.20;0.23;370
01:07:30.000;4.20;0.24;371
01:07:32.000;4.20;0.24;371
01:07:34.000;4.20;0.23;371
01:07:36.000;4.20;0.23;371
01:07:38.000;4.20;0.23;371
01:07:40.000;4.20;0.24;371
01:07:42.000;4.20;0.24;371
01:07:44.000;4.20;0.24;371
01:07:46.000;4.20;0.23;372
01:07:48.000;4.20;0.23;372
01:07:50.000;4.20;0.24;372
01:07:52.000;4.20;0.24;372
01:07:54.000;4.20;0.23;372
01:07:56.000;4.20;0.24;372
01:07:58.000;4.20;0.23;372
01:08:00.000;4.20;0.23;373
01:08:02.000;4.20;0.23;373
01:08:04.000;4.20;0.23;373
01:08:06.000;4.20;0.23;373
01:08:08.000;4.20;0.23;373
01:08:10.000;4.20;0.23;373
01:08:12.000;4.20;0.24;373
01:08:14.000;4.20;0.24;374
01:08:16.000;4.20;0.24;374
01:08:18.000;4.20;0.23;374
01:08:20.000;4.20;0.24;374
01:08:22.000;4.20;0.24;374
01:08:24.000;4.20;0.23;374
01:08:26.000;4.20;0.23;374
01:08:28.000;4.20;0.24;374
01:08:30.000;4.20;0.23;375
01:08:32.000;4.20;0.23;375
01:08:34.000;4.20;0.23;375
01:08:36.000;4.20;0.23;375
01:08:38.000;4.20;0.24;375
01:08:40.000;4.20;0.24;375
01:08:42.000;4.20;0.23;375
01:08:44.000;4.20;0.24;376
01:08:46.000;4.20;0.24;376
01:08:48.000;4.20;0.23;376
01:08:50.000;4.20;0.24;376
01:08:52.000;4.20;0.23;376
01:08:54.000;4.20;0.23;376
01:08:56.000;4.20;0.23;376
01:08:58.000;4.20;0.24;377
01:09:00.000;4.20;0.23;377
01:09:02.000;4.20;0.23;377
01:09:04.000;4.20;0.23;377
01:09:06.000;4.20;0.23;377
01:09:08.000;4.20;0.23;377
01:09:10.000;4.20;0.24;377
01:09:12.000;4.20;0.24;377
01:09:14.000;4.20;0.23;378
01:09:16.000;4.20;0.24;378
01:09:18.000;4.20;0.24;378
01:09:20.000;4.20;0.23;378
01:09:22.000;4.20;0.23;378
01:09:24.000;4.20;0.23;378
01:09:26.000;4.19;0.23;378
01:09:28.000;4.20;0.23;379
01:09:30.000;4.20;0.23;379
01:09:32.000;4.20;0.23;379
01:09:34.000;4.20;0.23;379
01:09:36.000;4.20;0.23;379
01:09:38.000;4.20;0.23;379
01:09:40.000;4.20;0.24;379
01:09:42.000;4.20;0.23;380
01:09:44.000;4.20;0.23;380
01:09:46.000;4.20;0.23;380
01:09:48.000;4.20;0.24;380
01:09:50.000;4.20;0.23;380
01:09:52.000;4.20;0.23;380
01:09:54.000;4.20;0.23;380
01:09:56.000;4.20;0.23;380
01:09:58.000;4.20;0.23;381
01:10:00.000;4.20;0.23;381
01:10:02.000;4.20;0.23;381
01:10:04.000;4.20;0.23;381
01:10:06.000;4.20;0.23;381
01:10:08.000;4.20;0.23;381
01:10:10.000;4.20;0.24;381
01:10:12.000;4.20;0.23;382
01:10:14.000;4.20;0.23;382
01:10:16.000;4.20;0.23;382
01:10:18.000;4.20;0.23;382
01:10:20.000;4.20;0.23;382
01:10:22.000;4.20;0.23;382
01:10:24.000;4.20;0.23;382
01:10:26.000;4.20;0.23;382
01:10:28.000;4.20;0.23;383
01:10:30.000;4.20;0.23;383
01:10:32.000;4.20;0.23;383
01:10:34.000;4.20;0.23;383
01:10:36.000;4.20;0.23;383
01:10:38.000;4.20;0.24;383
01:10:40.000;4.20;0.23;383
01:10:42.000;4.20;0.23;384
01:10:44.000;4.20;0.24;384
01:10:46.000;4.20;0.23;384
01:10:48.000;4.20;0.23;384
01:10:50.000;4.20;0.23;384
01:10:52.000;4.20;0.23;384
01:10:54.000;4.20;0.23;384
01:10:56.000;4.20;0.23;384
01:10:58.000;4.20;0.23;385
01:11:00.000;4.20;0.23;385
01:11:02.000;4.20;0.23;385
01:11:04.000;4.20;0.23;385
01:11:06.000;4.20;0.23;385
01:11:08.000;4.20;0.24;385
01:11:10.000;4.20;0.23;385
01:11:12.000;4.20;0.23;386
01:11:14.000;4.20;0.23;386
01:11:16.000;4.20;0.23;386
01:11:18.000;4.20;0.24;386
01:11:20.000;4.20;0.23;386
01:11:22.000;4.20;0.23;386
01:11:24.000;4.20;0.24;386
01:11:26.000;4.20;0.23;386
01:11:28.000;4.20;0.23;387
01:11:30.000;4.20;0.23;387
01:11:32.000;4.20;0.23;387
01:11:34.000;4.20;0.23;387
01:11:36.000;4.20;0.24;387
01:11:38.000;4.20;0.23;387
01:11:40.000;4.20;0.23;387
01:11:42.000;4.20;0.23;388
01:11:44.000;4.20;0.23;388
01:11:46.000;4.20;0.23;388
01:11:48.000;4.20;0.23;388
01:11:50.000;4.20;0.23;388
01:11:52.000;4.20;0.23;388
01:11:54.000;4.20;0.23;388
01:11:56.000;4.20;0.23;388
01:11:58.000;4.20;0.23;389
01:12:00.000;4.20;0.23;389
01:12:02.000;4.20;0.23;389
01:12:04.000;4.20;0.23;389
01:12:06.000;4.20;0.23;389
01:12:08.000;4.20;0.23;389
01:12:10.000;4.20;0.23;389
01:12:12.000;4.20;0.23;389
01:12:14.000;4.20;0.23;390
01:12:16.000;4.20;0.23;390
01:12:18.000;4.20;0.24;390
01:12:20.000;4.20;0.23;390
01:12:22.000;4.20;0.23;390
01:12:24.000;4.20;0.23;390
01:12:26.000;4.20;0.23;390
01:12:28.000;4.20;0.23;391
01:12:30.000;4.20;0.23;391
01:12:32.000;4.20;0.23;391
01:12:34.000;4.20;0.23;391
01:12:36.000;4.20;0.23;391
01:12:38.000;4.20;0.23;391
01:12:40.000;4.20;0.23;391
01:12:42.000;4.20;0.23;391
01:12:44.000;4.20;0.23;392
01:12:46.000;4.20;0.23;392
01:12:48.000;4.20;0.23;392
01:12:50.000;4.20;0.23;392
01:12:52.000;4.20;0.23;392
01:12:54.000;4.20;0.23;392
01:12:56.000;4.20;0.23;392
01:12:58.000;4.20;0.23;392
01:13:00.000;4.20;0.23;393
01:13:02.000;4.20;0.24;393
01:13:04.000;4.20;0.23;393
01:13:06.000;4.20;0.23;393
01:13:08.000;4.20;0.23;393
01:13:10.000;4.20;0.23;393
01:13:12.000;4.20;0.23;393
01:13:14.000;4.20;0.23;394
01:13:16.000;4.20;0.23;394
01:13:18.000;4.20;0.23;394
01:13:20.000;4.20;0.23;394
01:13:22.000;4.20;0.23;394
01:13:24.000;4.20;0.23;394
01:13:26.000;4.20;0.23;394
01:13:28.000;4.20;0.23;394
01:13:30.000;4.20;0.23;395
01:13:32.000;4.20;0.23;395
01:13:34.000;4.20;0.23;395
01:13:36.000;4.20;0.23;395
01:13:38.000;4.20;0.23;395
01:13:40.000;4.20;0.24;395
01:13:42.000;4.20;0.23;395
01:13:44.000;4.20;0.23;395
01:13:46.000;4.20;0.23;396
01:13:48.000;4.20;0.23;396
01:13:50.000;4.20;0.23;396
01:13:52.000;4.20;0.23;396
01:13:54.000;4.20;0.23;396
01:13:56.000;4.20;0.23;396
01:13:58.000;4.20;0.23;396
01:14:00.000;4.20;0.23;397
01:14:02.000;4.20;0.23;397
01:14:04.000;4.20;0.23;397
01:14:06.000;4.20;0.23;397
01:14:08.000;4.20;0.23;397
01:14:10.000;4.20;0.23;397
01:14:12.000;4.20;0.23;397
01:14:14.000;4.20;0.23;397
01:14:16.000;4.20;0.23;398
01:14:18.000;4.20;0.23;398
01:14:20.000;4.20;0.23;398
01:14:22.000;4.20;0.23;398
01:14:24.000;4.20;0.23;398
01:14:26.000;4.20;0.23;398
01:14:28.000;4.20;0.23;398
01:14:30.000;4.20;0.23;398
01:14:32.000;4.20;0.23;399
01:14:34.000;4.20;0.23;399
01:14:36.000;4.20;0.23;399
01:14:38.000;4.20;0.23;399
01:14:40.000;4.20;0.23;399
01:14:42.000;4.20;0.23;399
01:14:44.000;4.20;0.22;399
01:14:46.000;4.20;0.22;399
01:14:48.000;4.20;0.22;400
01:14:50.000;4.20;0.23;400
01:14:52.000;4.20;0.22;400
01:14:54.000;4.20;0.22;400
01:14:56.000;4.20;0.22;400
01:14:58.000;4.20;0.23;400
01:15:00.000;4.20;0.22;400
01:15:02.000;4.20;0.23;401
01:15:04.000;4.20;0.22;401
01:15:06.000;4.20;0.23;401
01:15:08.000;4.20;0.22;401
01:15:10.000;4.20;0.23;401
01:15:12.000;4.20;0.22;401
01:15:14.000;4.20;0.23;401
01:15:16.000;4.20;0.22;401
01:15:18.000;4.20;0.22;402
01:15:20.000;4.20;0.22;402
01:15:22.000;4.20;0.22;402
01:15:24.000;4.20;0.22;402
01:15:26.000;4.20;0.22;402
01:15:28.000;4.20;0.22;402
01:15:30.000;4.20;0.22;402
01:15:32.000;4.20;0.22;402
01:15:34.000;4.20;0.22;403
01:15:36.000;4.20;0.22;403
01:15:38.000;4.20;0.23;403
01:15:40.000;4.20;0.22;403
01:15:42.000;4.20;0.22;403
01:15:44.000;4.20;0.22;403
01:15:46.000;4.20;0.23;403
01:15:48.000;4.20;0.22;403
01:15:50.000;4.20;0.22;404
01:15:52.000;4.20;0.22;404
01:15:54.000;4.20;0.22;404
01:15:56.000;4.20;0.22;404
01:15:58.000;4.20;0.22;404
01:16:00.000;4.20;0.22;404
01:16:02.000;4.20;0.22;404
01:16:04.000;4.20;0.22;404
01:16:06.000;4.20;0.22;405
01:16:08.000;4.20;0.22;405
01:16:10.000;4.20;0.22;405
01:16:12.000;4.19;0.22;405
01:16:14.000;4.20;0.22;405
01:16:16.000;4.19;0.22;405
01:16:18.000;4.18;0.21;405
01:16:20.000;4.19;0.21;406
01:16:22.000;4.19;0.21;406
01:16:24.000;4.19;0.22;406
01:16:26.000;4.19;0.21;406
01:16:28.000;4.20;0.21;406
01:16:30.000;4.19;0.21;406
01:16:32.000;4.19;0.21;406
01:16:34.000;4.19;0.22;406
01:16:36.000;4.19;0.22;407
01:16:38.000;4.19;0.22;407
01:16:40.000;4.19;0.21;407
01:16:42.000;4.19;0.21;407
01:16:44.000;4.19;0.22;407
01:16:46.000;4.19;0.22;407
01:16:48.000;4.19;0.21;407
01:16:50.000;4.20;0.22;408
01:16:52.000;4.19;0.22;408
01:16:54.000;4.19;0.21;408
01:16:56.000;4.19;0.22;408
01:16:58.000;4.19;0.21;408
01:17:00.000;4.20;0.21;408
01:17:02.000;4.19;0.21;408
01:17:04.000;4.19;0.21;408
01:17:06.000;4.19;0.22;409
01:17:08.000;4.19;0.21;409
01:17:10.000;4.19;0.22;409
01:17:12.000;4.19;0.21;409
01:17:14.000;4.20;0.22;409
01:17:16.000;4.20;0.22;409
01:17:18.000;4.19;0.22;409
01:17:20.000;4.19;0.21;409
01:17:22.000;4.19;0.21;410
01:17:24.000;4.20;0.21;410
01:17:26.000;4.19;0.21;410
01:17:28.000;4.19;0.21;410
01:17:30.000;4.18;0.21;410
01:17:32.000;4.19;0.22;410
01:17:34.000;4.19;0.21;410
01:17:36.000;4.19;0.22;410
01:17:38.000;4.19;0.21;411
01:17:40.000;4.20;0.22;411
01:17:42.000;4.19;0.22;411
01:17:44.000;4.18;0.21;411
01:17:46.000;4.19;0.22;411
01:17:48.000;4.20;0.23;411
01:17:50.000;4.19;0.22;411
01:17:52.000;4.19;0.23;412
01:17:54.000;4.19;0.22;412
01:17:56.000;4.21;0.23;412
01:17:58.000;4.20;0.22;412
01:18:00.000;4.18;0.21;412
01:18:02.000;4.19;0.21;412
01:18:04.000;4.19;0.21;412
01:18:06.000;4.19;0.22;412
01:18:08.000;4.19;0.22;413
01:18:10.000;4.19;0.22;413
01:18:12.000;4.20;0.22;413
01:18:14.000;4.20;0.22;413
01:18:16.000;4.20;0.23;413
01:18:18.000;4.20;0.22;413
01:18:20.000;4.20;0.22;413
01:18:22.000;4.20;0.22;414
01:18:24.000;4.21;0.23;414
01:18:26.000;4.20;0.23;414
01:18:28.000;4.20;0.22;414
01:18:30.000;4.20;0.22;414
01:18:32.000;4.20;0.22;414
01:18:34.000;4.20;0.22;414
01:18:36.000;4.20;0.22;414
01:18:38.000;4.20;0.22;415
01:18:40.000;4.20;0.22;415
01:18:42.000;4.20;0.22;415
01:18:44.000;4.20;0.23;415
01:18:46.000;4.20;0.22;415
01:18:48.000;4.20;0.22;415
01:18:50.000;4.20;0.22;415
01:18:52.000;4.20;0.22;415
01:18:54.000;4.20;0.22;416
01:18:56.000;4.20;0.22;416
01:18:58.000;4.20;0.23;416
01:19:00.000;4.19;0.22;416
01:19:02.000;4.20;0.22;416
01:19:04.000;4.20;0.22;416
01:19:06.000;4.20;0.22;416
01:19:08.000;4.20;0.23;416
01:19:10.000;4.20;0.22;417
01:19:12.000;4.20;0.22;417
01:19:14.000;4.20;0.22;417
01:19:16.000;4.20;0.22;417
01:19:18.000;4.20;0.22;417
01:19:20.000;4.20;0.22;417
01:19:22.000;4.20;0.23;417
01:19:24.000;4.20;0.22;417
01:19:26.000;4.20;0.22;418
01:19:28.000;4.20;0.22;418
01:19:30.000;4.20;0.22;418
01:19:32.000;4.20;0.22;418
01:19:34.000;4.20;0.22;418
01:19:36.000;4.20;0.22;418
01:19:38.000;4.20;0.22;418
01:19:40.000;4.20;0.22;418
01:19:42.000;4.20;0.22;419
01:19:44.000;4.20;0.22;419
01:19:46.000;4.20;0.23;419
01:19:48.000;4.20;0.22;419
01:19:50.000;4.20;0.22;419
01:19:52.000;4.20;0.23;419
01:19:54.000;4.20;0.22;419
01:19:56.000;4.20;0.22;419
01:19:58.000;4.20;0.22;420
01:20:00.000;4.20;0.22;420
01:20:02.000;4.20;0.22;420
01:20:04.000;4.20;0.22;420
01:20:06.000;4.20;0.22;420
01:20:08.000;4.20;0.22;420
01:20:10.000;4.20;0.22;420
01:20:12.000;4.20;0.23;420
01:20:14.000;4.20;0.22;421
01:20:16.000;4.20;0.22;421
01:20:18.000;4.20;0.22;421
01:20:20.000;4.20;0.22;421
01:20:22.000;4.20;0.22;421
01:20:24.000;4.20;0.22;421
