iCharger106B;Outlet
Time [hh:mm:ss.SSS];Voltage [V];Current [A];Capacity [mAh]
04:01:12.000;4.20;0.11;826
04:01:14.000;4.20;0.10;826
04:01:16.000;4.20;0.11;826
04:01:18.000;4.20;0.11;826
04:01:20.000;4.20;0.11;826
04:01:22.000;4.20;0.11;826
04:01:24.000;4.20;0.11;826
04:01:26.000;4.20;0.11;826
04:01:28.000;4.20;0.11;826
04:01:30.000;4.20;0.10;827
04:01:32.000;4.20;0.11;827
04:01:34.000;4.20;0.10;827
04:01:36.000;4.20;0.11;827
04:01:38.000;4.20;0.11;827
04:01:40.000;4.20;0.10;827
04:01:42.000;4.20;0.11;827
04:01:44.000;4.20;0.11;827
04:01:46.000;4.20;0.11;827
04:01:48.000;4.20;0.11;827
04:01:50.000;4.20;0.11;827
04:01:52.000;4.20;0.10;827
04:01:54.000;4.20;0.10;827
04:01:56.000;4.20;0.11;827
04:01:58.000;4.20;0.10;827
04:02:00.000;4.20;0.11;827
04:02:02.000;4.20;0.10;827
04:02:04.000;4.20;0.10;828
04:02:06.000;4.20;0.10;828
04:02:08.000;4.20;0.10;828
04:02:10.000;4.20;0.11;828
04:02:12.000;4.20;0.10;828
04:02:14.000;4.20;0.10;828
04:02:16.000;4.20;0.10;828
04:02:18.000;4.20;0.10;828
04:02:20.000;4.20;0.10;828
04:02:22.000;4.20;0.10;828
04:02:24.000;4.20;0.11;828
04:02:26.000;4.20;0.10;828
04:02:28.000;4.20;0.11;828
04:02:30.000;4.20;0.10;828
04:02:32.000;4.20;0.11;828
04:02:34.000;4.20;0.10;828
04:02:36.000;4.20;0.11;829
04:02:38.000;4.20;0.10;829
04:02:40.000;4.20;0.10;829
04:02:42.000;4.20;0.11;829
04:02:44.000;4.20;0.10;829
04:02:46.000;4.20;0.10;829
04:02:48.000;4.20;0.10;829
04:02:50.000;4.20;0.11;829
04:02:52.000;4.20;0.10;829
04:02:54.000;4.20;0.10;829
04:02:56.000;4.20;0.10;829
04:02:58.000;4.20;0.10;829
04:03:00.000;4.20;0.10;829
04:03:02.000;4.20;0.10;829
04:03:04.000;4.20;0.10;829
04:03:06.000;4.20;0.10;829
04:03:08.000;4.20;0.10;829
04:03:10.000;4.20;0.10;830
04:03:12.000;4.20;0.10;830
04:03:14.000;4.20;0.10;830
04:03:16.000;4.20;0.10;830
04:03:18.000;4.20;0.10;830
04:03:20.000;4.20;0.11;830
04:03:22.000;4.20;0.10;830
04:03:24.000;4.19;0.10;830
04:03:26.000;4.19;0.09;830
04:03:28.000;4.20;0.11;830
04:03:30.000;4.20;0.11;830
04:03:32.000;4.20;0.11;830
04:03:34.000;4.19;0.10;830
04:03:36.000;4.19;0.09;830
04:03:38.000;4.19;0.10;830
04:03:40.000;4.20;0.11;831
04:03:42.000;4.19;0.10;831
04:03:44.000;4.19;0.09;831
04:03:46.000;4.19;0.09;831
04:03:48.000;4.19;0.11;831
04:03:50.000;4.20;0.11;831
04:03:52.000;4.19;0.10;831
04:03:54.000;4.19;0.09;831
04:03:56.000;4.19;0.10;831
04:03:58.000;4.20;0.11;831
04:04:00.000;4.19;0.10;831
04:04:02.000;4.19;0.09;831
04:04:04.000;4.19;0.09;831
04:04:06.000;4.19;0.10;831
04:04:08.000;4.20;0.11;831
04:04:10.000;4.20;0.11;831
04:04:12.000;4.19;0.09;831
04:04:14.000;4.19;0.10;832
04:04:16.000;4.20;0.11;832
04:04:18.000;4.19;0.10;832
04:04:20.000;4.19;0.09;832
04:04:22.000;4.18;0.09;832
04:04:24.000;4.20;0.11;832
04:04:26.000;4.20;0.11;832
04:04:28.000;4.19;0.09;832
04:04:30.000;4.20;0.10;832
04:04:32.000;4.20;0.11;832
04:04:34.000;4.20;0.12;832
04:04:36.000;4.19;0.10;832
04:04:38.000;4.19;0.09;832
04:04:40.000;4.20;0.10;832
04:04:42.000;4.20;0.11;832
04:04:44.000;4.20;0.11;833
04:04:46.000;4.19;0.10;833
04:04:48.000;4.19;0.09;833
04:04:50.000;4.19;0.10;833
04:04:52.000;4.19;0.10;833
04:04:54.000;4.19;0.10;833
04:04:56.000;4.19;0.09;833
04:04:58.000;4.19;0.09;833
04:05:00.000;4.20;0.11;833
04:05:02.000;4.20;0.11;833
04:05:04.000;4.20;0.11;833
04:05:06.000;4.19;0.09;833
04:05:08.000;4.19;0.09;833
04:05:10.000;4.20;0.11;833
04:05:12.000;4.19;0.10;833
04:05:14.000;4.19;0.09;833
04:05:16.000;4.19;0.09;834
04:05:18.000;4.20;0.11;834
04:05:20.000;4.20;0.11;834
04:05:22.000;4.19;0.10;834
04:05:24.000;4.19;0.09;834
04:05:26.000;4.20;0.11;834
04:05:28.000;4.20;0.10;834
04:05:30.000;4.20;0.11;834
04:05:32.000;4.20;0.10;834
04:05:34.000;4.20;0.10;834
04:05:36.000;4.20;0.10;834
04:05:38.000;4.20;0.10;834
04:05:40.000;4.20;0.10;834
04:05:42.000;4.20;0.10;834
04:05:44.000;4.20;0.10;834
04:05:46.000;4.20;0.10;834
04:05:48.000;4.20;0.10;835
04:05:50.000;4.20;0.10;835
04:05:52.000;4.20;0.10;835
04:05:54.000;4.20;0.10;835
04:05:56.000;4.20;0.10;835
04:05:58.000;4.20;0.10;835
04:06:00.000;4.20;0.10;835
04:06:02.000;4.20;0.10;835
04:06:04.000;4.20;0.10;835
04:06:06.000;4.20;0.10;835
04:06:08.000;4.20;0.10;835
04:06:10.000;4.20;0.10;835
04:06:12.000;4.20;0.10;835
04:06:14.000;4.20;0.10;835
04:06:16.000;4.20;0.10;835
04:06:18.000;4.20;0.10;835
04:06:20.000;4.20;0.10;835
04:06:22.000;4.20;0.10;836
04:06:24.000;4.20;0.10;836
04:06:26.000;4.20;0.10;836
04:06:28.000;4.20;0.10;836
04:06:30.000;4.20;0.10;836
04:06:32.000;4.20;0.10;836
04:06:34.000;4.20;0.10;836
04:06:36.000;4.20;0.10;836
04:06:38.000;4.20;0.10;836
04:06:40.000;4.20;0.10;836
04:06:42.000;4.20;0.10;836
04:06:44.000;4.20;0.10;836
04:06:46.000;4.20;0.10;836
04:06:48.000;4.20;0.10;836
04:06:50.000;4.20;0.10;836
04:06:52.000;4.20;0.10;836
04:06:54.000;4.20;0.10;837
04:06:56.000;4.20;0.10;837
04:06:58.000;4.20;0.10;837
04:07:00.000;4.20;0.10;837
04:07:02.000;4.20;0.10;837
04:07:04.000;4.20;0.10;837
04:07:06.000;4.20;0.10;837
04:07:08.000;4.20;0.10;837
04:07:10.000;4.20;0.10;837
04:07:12.000;4.20;0.10;837
04:07:14.000;4.20;0.10;837
04:07:16.000;4.20;0.10;837
04:07:18.000;4.20;0.10;837
04:07:20.000;4.20;0.10;837
04:07:22.000;4.20;0.10;837
04:07:24.000;4.20;0.10;837
04:07:26.000;4.20;0.10;837
04:07:28.000;4.20;0.10;838
04:07:30.000;4.20;0.10;838
04:07:32.000;4.20;0.10;838
04:07:34.000;4.20;0.10;838
04:07:36.000;4.20;0.10;838
04:07:38.000;4.20;0.10;838
04:07:40.000;4.20;0.10;838
04:07:42.000;4.20;0.10;838
04:07:44.000;4.20;0.10;838
04:07:46.000;4.20;0.10;838
04:07:48.000;4.20;0.10;838
04:07:50.000;4.20;0.10;838
04:07:52.000;4.20;0.10;838
04:07:54.000;4.20;0.10;838
04:07:56.000;4.20;0.10;838
04:07:58.000;4.20;0.10;838
04:08:00.000;4.20;0.10;839
04:08:02.000;4.20;0.10;839
04:08:04.000;4.20;0.10;839
04:08:06.000;4.20;0.10;839
04:08:08.000;4.20;0.10;839
04:08:10.000;4.20;0.10;839
04:08:12.000;4.20;0.10;839
04:08:14.000;4.20;0.10;839
04:08:16.000;4.20;0.10;839
04:08:18.000;4.20;0.10;839
04:08:20.000;4.20;0.10;839
04:08:22.000;4.20;0.10;839
04:08:24.000;4.20;0.10;839
04:08:26.000;4.20;0.10;839
04:08:28.000;4.20;0.10;839
04:08:30.000;4.20;0.10;839
04:08:32.000;4.20;0.10;839
04:08:34.000;4.20;0.10;840
04:08:36.000;4.20;0.10;840
04:08:38.000;4.20;0.10;840
04:08:40.000;4.20;0.10;840
04:08:42.000;4.20;0.10;840
04:08:44.000;4.20;0.10;840
04:08:46.000;4.20;0.10;840
04:08:48.000;4.20;0.10;840
04:08:50.000;4.20;0.10;840
04:08:52.000;4.20;0.10;840
04:08:54.000;4.20;0.10;840
04:08:56.000;4.20;0.10;840
04:08:58.000;4.20;0.10;840
04:09:00.000;4.20;0.10;840
04:09:02.000;4.20;0.10;840
04:09:04.000;4.20;0.10;840
04:09:06.000;4.20;0.10;840
04:09:08.000;4.20;0.10;841
04:09:10.000;4.20;0.10;841
04:09:12.000;4.20;0.10;841
04:09:14.000;4.20;0.10;841
04:09:16.000;4.20;0.10;841
04:09:18.000;4.20;0.10;841
04:09:20.000;4.20;0.10;841
04:09:22.000;4.20;0.10;841
04:09:24.000;4.20;0.10;841
04:09:26.000;4.20;0.10;841
04:09:28.000;4.20;0.10;841
04:09:30.000;4.20;0.10;841
04:09:32.000;4.20;0.10;841
04:09:34.000;4.20;0.10;841
04:09:36.000;4.20;0.10;841
04:09:38.000;4.20;0.10;841
04:09:40.000;4.20;0.10;841
04:09:42.000;4.20;0.10;842
04:09:44.000;4.20;0.10;842
04:09:46.000;4.20;0.10;842
04:09:48.000;4.20;0.10;842
04:09:50.000;4.20;0.10;842
04:09:52.000;4.20;0.10;842
04:09:54.000;4.20;0.10;842
04:09:56.000;4.20;0.10;842
04:09:58.000;4.20;0.10;842
04:10:00.000;4.20;0.10;842
04:10:02.000;4.20;0.10;842
04:10:04.000;4.20;0.10;842
04:10:06.000;4.20;0.10;842
04:10:08.000;4.20;0.10;842
04:10:10.000;4.20;0.10;842
04:10:12.000;4.20;0.10;842
04:10:14.000;4.20;0.10;843
04:10:16.000;4.20;0.10;843
04:10:18.000;4.20;0.10;843
04:10:20.000;4.20;0.10;843
04:10:22.000;4.20;0.10;843
04:10:24.000;4.20;0.10;843
04:10:26.000;4.20;0.10;843
04:10:28.000;4.20;0.10;843
04:10:30.000;4.20;0.10;843
04:10:32.000;4.20;0.10;843
04:10:34.000;4.20;0.10;843
04:10:36.000;4.20;0.10;843
04:10:38.000;4.20;0.10;843
04:10:40.000;4.20;0.10;843
04:10:42.000;4.20;0.10;843
04:10:44.000;4.20;0.10;843
04:10:46.000;4.20;0.10;843
04:10:48.000;4.20;0.10;844
04:10:50.000;4.20;0.10;844
04:10:52.000;4.20;0.10;844
04:10:54.000;4.20;0.10;844
04:10:56.000;4.20;0.10;844
04:10:58.000;4.20;0.10;844
04:11:00.000;4.20;0.10;844
04:11:02.000;4.20;0.10;844
04:11:04.000;4.20;0.10;844
04:11:06.000;4.20;0.10;844
04:11:08.000;4.20;0.10;844
04:11:10.000;4.20;0.10;844
04:11:12.000;4.20;0.10;844
04:11:14.000;4.19;0.09;844
04:11:16.000;4.18;0.08;844
04:11:18.000;4.20;0.10;844
04:11:20.000;4.20;0.10;844
04:11:22.000;4.20;0.10;845
04:11:24.000;4.20;0.11;845
04:11:26.000;4.20;0.10;845
04:11:28.000;4.20;0.10;845
04:11:30.000;4.20;0.11;845
04:11:32.000;4.20;0.10;845
04:11:34.000;4.21;0.11;845
04:11:36.000;4.21;0.11;845
04:11:38.000;4.20;0.10;845
04:11:40.000;4.20;0.10;845
04:11:42.000;4.20;0.10;845
04:11:44.000;4.20;0.10;845
04:11:46.000;4.20;0.11;845
04:11:48.000;4.20;0.11;845
04:11:50.000;4.19;0.09;845
04:11:52.000;4.20;0.09;845
04:11:54.000;4.20;0.11;846
04:11:56.000;4.20;0.11;846
04:11:58.000;4.19;0.10;846
04:12:00.000;4.19;0.09;846
04:12:02.000;4.19;0.09;846
04:12:04.000;4.20;0.10;846
04:12:06.000;4.20;0.11;846
04:12:08.000;4.19;0.10;846
04:12:10.000;4.19;0.09;846
04:12:12.000;4.18;0.09;846
04:12:14.000;4.20;0.10;846
04:12:16.000;4.20;0.11;846
04:12:18.000;4.20;0.11;846
04:12:20.000;4.20;0.09;846
04:12:22.000;4.19;0.09;846
04:12:24.000;4.19;0.09;846
04:12:26.000;4.20;0.10;846
04:12:28.000;4.19;0.10;847
04:12:30.000;4.19;0.09;847
04:12:32.000;4.19;0.08;847
04:12:34.000;4.19;0.09;847
04:12:36.000;4.20;0.10;847
04:12:38.000;4.20;0.10;847
04:12:40.000;4.19;0.09;847
04:12:42.000;4.19;0.09;847
04:12:44.000;4.20;0.10;847
04:12:46.000;4.20;0.11;847
04:12:48.000;4.20;0.10;847
04:12:50.000;4.19;0.10;847
04:12:52.000;4.19;0.09;847
04:12:54.000;4.19;0.09;847
04:12:56.000;4.19;0.10;847
04:12:58.000;4.20;0.10;847
04:13:00.000;4.19;0.09;847
04:13:02.000;4.19;0.09;848
04:13:04.000;4.19;0.08;848
04:13:06.000;4.20;0.10;848
04:13:08.000;4.19;0.10;848
04:13:10.000;4.19;0.09;848
04:13:12.000;4.19;0.09;848
04:13:14.000;4.20;0.10;848
04:13:16.000;4.20;0.10;848
04:13:18.000;4.20;0.10;848
04:13:20.000;4.20;0.10;848
04:13:22.000;4.20;0.10;848
04:13:24.000;4.20;0.10;848
04:13:26.000;4.20;0.10;848
04:13:28.000;4.20;0.10;848
04:13:30.000;4.20;0.10;848
04:13:32.000;4.20;0.10;848
04:13:34.000;4.20;0.10;848
04:13:36.000;4.20;0.10;849
04:13:38.000;4.20;0.10;849
04:13:40.000;4.20;0.10;849
04:13:42.000;4.20;0.10;849
04:13:44.000;4.20;0.10;849
04:13:46.000;4.20;0.10;849
04:13:48.000;4.20;0.10;849
04:13:50.000;4.20;0.10;849
04:13:52.000;4.20;0.10;849
04:13:54.000;4.20;0.10;849
04:13:56.000;4.20;0.10;849
04:13:58.000;4.20;0.10;849
04:14:00.000;4.20;0.10;849
04:14:02.000;4.20;0.10;849
04:14:04.000;4.20;0.10;849
04:14:06.000;4.20;0.10;849
04:14:08.000;4.20;0.10;849
04:14:10.000;4.20;0.10;850
04:14:12.000;4.20;0.10;850
04:14:14.000;4.20;0.10;850
04:14:16.000;4.20;0.10;850
04:14:18.000;4.20;0.10;850
04:14:20.000;4.20;0.10;850
04:14:22.000;4.20;0.10;850
04:14:24.000;4.20;0.10;850
04:14:26.000;4.20;0.10;850
04:14:28.000;4.20;0.10;850
04:14:30.000;4.20;0.10;850
04:14:32.000;4.20;0.10;850
04:14:34.000;4.20;0.10;850
04:14:36.000;4.20;0.10;850
04:14:38.000;4.20;0.10;850
04:14:40.000;4.20;0.10;850
04:14:42.000;4.20;0.10;850
04:14:44.000;4.20;0.10;851
04:14:46.000;4.20;0.10;851
04:14:48.000;4.20;0.10;851
04:14:50.000;4.20;0.10;851
04:14:52.000;4.20;0.10;851
04:14:54.000;4.20;0.10;851
04:14:56.000;4.20;0.10;851
04:14:58.000;4.20;0.10;851
04:15:00.000;4.20;0.10;851
04:15:02.000;4.20;0.10;851
04:15:04.000;4.20;0.10;851
04:15:06.000;4.20;0.10;851
04:15:08.000;4.20;0.10;851
04:15:10.000;4.20;0.10;851
04:15:12.000;4.20;0.10;851
04:15:14.000;4.20;0.10;851
04:15:16.000;4.20;0.10;851
04:15:18.000;4.20;0.10;852
04:15:20.000;4.20;0.10;852
04:15:22.000;4.20;0.10;852
04:15:24.000;4.20;0.10;852
04:15:26.000;4.20;0.10;852
04:15:28.000;4.20;0.10;852
04:15:30.000;4.20;0.10;852
04:15:32.000;4.20;0.10;852
04:15:34.000;4.20;0.10;852
04:15:36.000;4.20;0.10;852
04:15:38.000;4.20;0.10;852
04:15:40.000;4.20;0.10;852
04:15:42.000;4.20;0.10;852
04:15:44.000;4.20;0.10;852
04:15:46.000;4.20;0.10;852
04:15:48.000;4.20;0.10;852
04:15:50.000;4.20;0.10;852
04:15:52.000;4.20;0.10;853
04:15:54.000;4.20;0.10;853
04:15:56.000;4.20;0.10;853
04:15:58.000;4.20;0.10;853
04:16:00.000;4.20;0.10;853
04:16:02.000;4.20;0.10;853
04:16:04.000;4.20;0.10;853
04:16:06.000;4.20;0.10;853
04:16:08.000;4.20;0.10;853
04:16:10.000;4.20;0.10;853
04:16:12.000;4.20;0.10;853
04:16:14.000;4.20;0.10;853
04:16:16.000;4.20;0.10;853
04:16:18.000;4.20;0.10;853
04:16:20.000;4.20;0.10;853
04:16:22.000;4.20;0.10;853
04:16:24.000;4.20;0.10;853
04:16:26.000;4.20;0.10;853
04:16:28.000;4.20;0.10;854
04:16:30.000;4.20;0.10;854
04:16:32.000;4.20;0.10;854
04:16:34.000;4.20;0.10;854
04:16:36.000;4.20;0.10;854
04:16:38.000;4.20;0.10;854
04:16:40.000;4.20;0.10;854
04:16:42.000;4.20;0.10;854
04:16:44.000;4.20;0.10;854
04:16:46.000;4.20;0.10;854
04:16:48.000;4.20;0.10;854
04:16:50.000;4.20;0.10;854
04:16:52.000;4.20;0.10;854
04:16:54.000;4.20;0.10;854
04:16:56.000;4.20;0.10;854
04:16:58.000;4.20;0.10;854
04:17:00.000;4.20;0.10;854
04:17:02.000;4.20;0.10;855
04:17:04.000;4.20;0.10;855
04:17:06.000;4.20;0.10;855
04:17:08.000;4.20;0.10;855
04:17:10.000;4.20;0.10;855
04:17:12.000;4.20;0.10;855
04:17:14.000;4.20;0.10;855
04:17:16.000;4.20;0.10;855
04:17:18.000;4.20;0.10;855
04:17:20.000;4.20;0.10;855
04:17:22.000;4.20;0.10;855
04:17:24.000;4.20;0.10;855
04:17:26.000;4.20;0.10;855
04:17:28.000;4.20;0.10;855
04:17:30.000;4.20;0.10;855
04:17:32.000;4.20;0.10;855
04:17:34.000;4.20;0.10;855
04:17:36.000;4.20;0.10;856
04:17:38.000;4.20;0.10;856
04:17:40.000;4.20;0.10;856
04:17:42.000;4.20;0.10;856
04:17:44.000;4.20;0.10;856
04:17:46.000;4.20;0.10;856
04:17:48.000;4.20;0.10;856
04:17:50.000;4.20;0.10;856
04:17:52.000;4.20;0.10;856
04:17:54.000;4.20;0.10;856
04:17:56.000;4.20;0.10;856
04:17:58.000;4.20;0.10;856
04:18:00.000;4.20;0.10;856
04:18:02.000;4.20;0.10;856
04:18:04.000;4.20;0.10;856
04:18:06.000;4.20;0.10;856
04:18:08.000;4.20;0.10;856
04:18:10.000;4.20;0.10;857
04:18:12.000;4.20;0.10;857
04:18:14.000;4.20;0.10;857
04:18:16.000;4.20;0.10;857
04:18:18.000;4.20;0.10;857
04:18:20.000;4.20;0.10;857
04:18:22.000;4.20;0.10;857
04:18:24.000;4.20;0.10;857
04:18:26.000;4.20;0.10;857
04:18:28.000;4.20;0.10;857
04:18:30.000;4.20;0.10;857
04:18:32.000;4.20;0.10;857
04:18:34.000;4.20;0.10;857
04:18:36.000;4.20;0.10;857
04:18:38.000;4.20;0.10;857
04:18:40.000;4.20;0.10;857
04:18:42.000;4.20;0.10;857
04:18:44.000;4.20;0.10;857
04:18:46.000;4.20;0.10;858
04:18:48.000;4.20;0.10;858
04:18:50.000;4.20;0.10;858
04:18:52.000;4.20;0.10;858
04:18:54.000;4.20;0.10;858
04:18:56.000;4.20;0.10;858
04:18:58.000;4.20;0.10;858
04:19:00.000;4.20;0.10;858
04:19:02.000;4.20;0.10;858
04:19:04.000;4.20;0.10;858
04:19:06.000;4.20;0.10;858
04:19:08.000;4.20;0.10;858
04:19:10.000;4.20;0.10;858
04:19:12.000;4.20;0.10;858
04:19:14.000;4.20;0.10;858
04:19:16.000;4.20;0.10;858
04:19:18.000;4.20;0.10;858
04:19:20.000;4.20;0.10;859
04:19:22.000;4.20;0.10;859
04:19:24.000;4.20;0.10;859
04:19:26.000;4.20;0.10;859
04:19:28.000;4.18;0.08;859
04:19:30.000;4.20;0.10;859
04:19:32.000;4.19;0.09;859
04:19:34.000;4.19;0.09;859
04:19:36.000;4.19;0.08;859
04:19:38.000;4.19;0.08;859
04:19:40.000;4.19;0.09;859
04:19:42.000;4.20;0.10;859
04:19:44.000;4.19;0.08;859
04:19:46.000;4.19;0.08;859
04:19:48.000;4.19;0.08;859
04:19:50.000;4.21;0.09;859
04:19:52.000;4.20;0.09;859
04:19:54.000;4.19;0.09;859
04:19:56.000;4.19;0.09;860
04:19:58.000;4.18;0.08;860
04:20:00.000;4.19;0.09;860
04:20:02.000;4.20;0.10;860
04:20:04.000;4.20;0.10;860
04:20:06.000;4.19;0.08;860
04:20:08.000;4.19;0.09;860
04:20:10.000;4.19;0.09;860
04:20:12.000;4.20;0.10;860
04:20:14.000;4.20;0.10;860
04:20:16.000;4.19;0.09;860
04:20:18.000;4.19;0.09;860
04:20:20.000;4.19;0.08;860
04:20:22.000;4.19;0.09;860
04:20:24.000;4.20;0.10;860
04:20:26.000;4.20;0.10;860
04:20:28.000;4.19;0.10;860
04:20:30.000;4.19;0.09;860
04:20:32.000;4.19;0.09;861
04:20:34.000;4.19;0.08;861
04:20:36.000;4.20;0.10;861
04:20:38.000;4.20;0.10;861
04:20:40.000;4.20;0.09;861
04:20:42.000;4.19;0.09;861
04:20:44.000;4.19;0.08;861
04:20:46.000;4.20;0.10;861
04:20:48.000;4.20;0.11;861
04:20:50.000;4.20;0.10;861
04:20:52.000;4.19;0.08;861
04:20:54.000;4.19;0.09;861
04:20:56.000;4.19;0.08;861
04:20:58.000;4.20;0.10;861
04:21:00.000;4.20;0.10;861
04:21:02.000;4.19;0.09;861
04:21:04.000;4.20;0.10;861
04:21:06.000;4.20;0.09;862
04:21:08.000;4.19;0.08;862
04:21:10.000;4.20;0.10;862
04:21:12.000;4.20;0.10;862
04:21:14.000;4.19;0.09;862
04:21:16.000;4.19;0.08;862
04:21:18.000;4.19;0.09;862
04:21:20.000;4.20;0.10;862
04:21:22.000;4.20;0.11;862
04:21:24.000;4.19;0.09;862
04:21:26.000;4.19;0.09;862
04:21:28.000;4.20;0.10;862
04:21:30.000;4.20;0.10;862
04:21:32.000;4.20;0.10;862
04:21:34.000;4.20;0.10;862
04:21:36.000;4.20;0.10;862
04:21:38.000;4.20;0.10;862
04:21:40.000;4.20;0.10;862
04:21:42.000;4.20;0.10;863
04:21:44.000;4.20;0.10;863
04:21:46.000;4.20;0.10;863
04:21:48.000;4.20;0.10;863
04:21:50.000;4.20;0.10;863
04:21:52.000;4.20;0.10;863
04:21:54.000;4.20;0.10;863
04:21:56.000;4.20;0.10;863
04:21:58.000;4.20;0.10;863
04:22:00.000;4.20;0.10;863
04:22:02.000;4.20;0.10;863
04:22:04.000;4.20;0.10;863
04:22:06.000;4.20;0.10;863
04:22:08.000;4.20;0.10;863
04:22:10.000;4.20;0.10;863
04:22:12.000;4.20;0.10;863
04:22:14.000;4.20;0.10;863
04:22:16.000;4.20;0.10;863
04:22:18.000;4.20;0.10;864
04:22:20.000;4.20;0.10;864
04:22:22.000;4.20;0.10;864
04:22:24.000;4.20;0.10;864
04:22:26.000;4.20;0.10;864
04:22:28.000;4.20;0.10;864
04:22:30.000;4.20;0.10;864
04:22:32.000;4.20;0.10;864
04:22:34.000;4.20;0.10;864
04:22:36.000;4.20;0.10;864
04:22:38.000;4.20;0.10;864
04:22:40.000;4.20;0.10;864
04:22:42.000;4.20;0.10;864
04:22:44.000;4.20;0.10;864
04:22:46.000;4.20;0.10;864
04:22:48.000;4.20;0.10;864
04:22:50.000;4.20;0.10;864
04:22:52.000;4.20;0.10;865
04:22:54.000;4.20;0.10;865
04:22:56.000;4.20;0.10;865
04:22:58.000;4.20;0.10;865
04:23:00.000;4.20;0.10;865
04:23:02.000;4.20;0.10;865
04:23:04.000;4.20;0.10;865
04:23:06.000;4.20;0.10;865
04:23:08.000;4.20;0.10;865
04:23:10.000;4.20;0.10;865
04:23:12.000;4.20;0.10;865
04:23:14.000;4.20;0.10;865
04:23:16.000;4.20;0.10;865
04:23:18.000;4.20;0.10;865
04:23:20.000;4.20;0.10;865
04:23:22.000;4.20;0.10;865
04:23:24.000;4.20;0.10;865
04:23:26.000;4.20;0.10;865
04:23:28.000;4.20;0.10;866
04:23:30.000;4.20;0.10;866
04:23:32.000;4.20;0.10;866
04:23:34.000;4.20;0.10;866
04:23:36.000;4.20;0.10;866
04:23:38.000;4.20;0.10;866
04:23:40.000;4.20;0.10;866
04:23:42.000;4.20;0.10;866
04:23:44.000;4.20;0.10;866
04:23:46.000;4.20;0.10;866
04:23:48.000;4.20;0.10;866
04:23:50.000;4.20;0.09;866
04:23:52.000;4.20;0.10;866
04:23:54.000;4.20;0.09;866
04:23:56.000;4.20;0.10;866
04:23:58.000;4.20;0.10;866
04:24:00.000;4.20;0.10;866
04:24:02.000;4.20;0.10;866
04:24:04.000;4.20;0.10;867
04:24:06.000;4.20;0.10;867
04:24:08.000;4.20;0.10;867
04:24:10.000;4.20;0.09;867
04:24:12.000;4.20;0.09;867
04:24:14.000;4.20;0.10;867
04:24:16.000;4.20;0.09;867
04:24:18.000;4.20;0.09;867
04:24:20.000;4.20;0.09;867
04:24:22.000;4.20;0.10;867
04:24:24.000;4.20;0.10;867
04:24:26.000;4.20;0.09;867
04:24:28.000;4.20;0.10;867
04:24:30.000;4.20;0.09;867
04:24:32.000;4.20;0.10;867
04:24:34.000;4.20;0.09;867
04:24:36.000;4.20;0.09;867
04:24:38.000;4.20;0.09;867
04:24:40.000;4.20;0.09;868
04:24:42.000;4.20;0.09;868
04:24:44.000;4.20;0.09;868
04:24:46.000;4.20;0.09;868
04:24:48.000;4.20;0.09;868
04:24:50.000;4.20;0.09;868
04:24:52.000;4.20;0.09;868
04:24:54.000;4.20;0.09;868
04:24:56.000;4.20;0.09;868
04:24:58.000;4.20;0.10;868
04:25:00.000;4.20;0.09;868
04:25:02.000;4.20;0.09;868
04:25:04.000;4.21;0.09;868
04:25:06.000;4.20;0.09;868
04:25:08.000;4.20;0.09;868
04:25:10.000;4.20;0.09;868
04:25:12.000;4.20;0.09;868
04:25:14.000;4.20;0.09;869
04:25:16.000;4.20;0.09;869
04:25:18.000;4.20;0.09;869
04:25:20.000;4.20;0.09;869
04:25:22.000;4.20;0.09;869
04:25:24.000;4.20;0.09;869
04:25:26.000;4.20;0.09;869
04:25:28.000;4.20;0.09;869
04:25:30.000;4.21;0.09;869
04:25:32.000;4.20;0.09;869
04:25:34.000;4.20;0.09;869
04:25:36.000;4.20;0.09;869
04:25:38.000;4.20;0.09;869
04:25:40.000;4.20;0.09;869
04:25:42.000;4.21;0.09;869
04:25:44.000;4.20;0.09;869
04:25:46.000;4.20;0.09;869
04:25:48.000;4.20;0.09;869
04:25:50.000;4.20;0.09;870
04:25:52.000;4.20;0.09;870
04:25:54.000;4.20;0.09;870
04:25:56.000;4.20;0.09;870
04:25:58.000;4.20;0.09;870
04:26:00.000;4.20;0.09;870
04:26:02.000;4.20;0.09;870
04:26:04.000;4.20;0.09;870
04:26:06.000;4.20;0.09;870
04:26:08.000;4.20;0.09;870
04:26:10.000;4.20;0.09;870
04:26:12.000;4.20;0.09;870
04:26:14.000;4.20;0.09;870
04:26:16.000;4.20;0.09;870
04:26:18.000;4.20;0.09;870
04:26:20.000;4.20;0.09;870
04:26:22.000;4.20;0.09;870
04:26:24.000;4.20;0.09;870
04:26:26.000;4.20;0.09;871
04:26:28.000;4.20;0.09;871
04:26:30.000;4.20;0.09;871
04:26:32.000;4.20;0.09;871
04:26:34.000;4.20;0.09;871
04:26:36.000;4.20;0.09;871
04:26:38.000;4.20;0.09;871
04:26:40.000;4.20;0.09;871
04:26:42.000;4.20;0.09;871
04:26:44.000;4.20;0.09;871
04:26:46.000;4.20;0.09;871
04:26:48.000;4.20;0.09;871
04:26:50.000;4.20;0.09;871
04:26:52.000;4.20;0.09;871
04:26:54.000;4.20;0.09;871
04:26:56.000;4.20;0.09;871
04:26:58.000;4.20;0.09;871
04:27:00.000;4.21;0.09;871
