2025-09-23 08:51:02;$1;1;;12000;4190;7;0;0;0;0;0;0;328;0;6;40
2025-09-23 08:51:04;$1;4;;12054;4138;0;0;0;0;0;0;0;328;0;6;41
2025-09-23 08:51:06;$1;4;;12047;3865;0;0;0;0;0;0;0;328;0;6;45
2025-09-23 08:51:08;$1;4;;12047;3865;0;0;0;0;0;0;0;328;0;6;45
2025-09-23 08:51:10;$1;4;;12054;3865;0;0;0;0;0;0;0;328;0;6;47
2025-09-23 08:51:12;$1;4;;12054;3865;0;0;0;0;0;0;0;328;0;6;47
2025-09-23 08:51:14;$1;4;;12054;3864;0;0;0;0;0;0;0;328;0;6;46
2025-09-23 08:51:16;$1;4;;12054;3864;0;0;0;0;0;0;0;328;0;6;46
2025-09-23 08:51:18;$1;4;;12054;3863;0;0;0;0;0;0;0;328;0;6;41
2025-09-23 08:51:20;$1;4;;12054;3865;0;0;0;0;0;0;0;328;0;6;47
2025-09-23 08:51:22;$1;4;;12054;3865;0;0;0;0;0;0;0;325;0;6;34
2025-09-23 08:51:24;$1;4;;12054;3863;0;0;0;0;0;0;0;325;0;6;36
2025-09-23 08:51:26;$1;4;;12054;3864;0;0;0;0;0;0;0;321;0;6;39
2025-09-23 08:51:28;$1;4;;12054;3861;0;0;0;0;0;0;0;321;0;6;34
2025-09-23 08:51:30;$1;4;;12054;3863;0;0;0;0;0;0;0;321;0;6;32
2025-09-23 08:51:32;$1;4;;12054;3861;0;0;0;0;0;0;0;318;0;6;40
2025-09-23 08:51:34;$1;4;;12054;3861;0;0;0;0;0;0;0;318;0;6;40
2025-09-23 08:51:36;$1;4;;12054;3861;0;0;0;0;0;0;0;318;0;6;40
2025-09-23 08:51:38;$1;4;;12054;3863;0;0;0;0;0;0;0;318;1;6;43
2025-09-23 08:51:40;$1;4;;12054;3861;0;0;0;0;0;0;0;318;0;6;40
2025-09-23 08:51:42;$1;4;;12054;3859;0;0;0;0;0;0;0;318;0;6;35
2025-09-23 08:51:44;$1;4;;12054;3859;0;0;0;0;0;0;0;318;0;6;35
2025-09-23 08:51:46;$1;4;;12054;3857;0;0;0;0;0;0;0;318;0;6;45
2025-09-23 08:51:48;$1;4;;12054;3859;0;0;0;0;0;0;0;318;0;6;35
2025-09-23 08:51:50;$1;4;;12054;3860;0;0;0;0;0;0;0;318;0;6;41
2025-09-23 08:51:52;$1;4;;12054;3857;0;0;0;0;0;0;0;318;0;6;45
2025-09-23 08:51:54;$1;4;;12047;3858;0;0;0;0;0;0;0;318;0;6;32
2025-09-23 08:51:56;$1;4;;12054;3857;0;0;0;0;0;0;0;316;0;6;35
2025-09-23 08:51:58;$1;4;;12054;3857;0;0;0;0;0;0;0;316;0;6;35
2025-09-23 08:52:00;$1;4;;12054;3863;0;0;0;0;0;0;0;318;0;6;42
2025-09-23 08:52:02;$1;4;;12054;3857;0;0;0;0;0;0;0;316;0;6;35
2025-09-23 08:52:04;$1;4;;12054;3857;0;0;0;0;0;0;0;316;0;6;35
2025-09-23 08:52:06;$1;4;;12054;3858;0;0;0;0;0;0;0;316;0;6;44
2025-09-23 08:52:08;$1;4;;12054;3857;0;0;0;0;0;0;0;313;0;6;38
2025-09-23 08:52:10;$1;4;;12054;3858;0;0;0;0;0;0;0;313;0;6;41
2025-09-23 08:52:12;$1;4;;12054;3863;0;0;0;0;0;0;0;313;0;6;33
2025-09-23 08:52:14;$1;4;;12054;3857;0;0;0;0;0;0;0;313;0;6;38
2025-09-23 08:52:16;$1;4;;12054;3857;0;0;0;0;0;0;0;311;0;6;36
2025-09-23 08:52:18;$1;4;;12054;3857;0;0;0;0;0;0;0;309;0;6;45
2025-09-23 08:52:20;$1;4;;12054;3857;0;0;0;0;0;0;0;309;0;6;45
2025-09-23 08:52:22;$1;4;;12054;3857;0;0;0;0;0;0;0;309;0;6;45
2025-09-23 08:52:24;$1;4;;12054;3857;0;0;0;0;0;0;0;309;0;6;45
2025-09-23 08:52:26;$1;4;;12054;3857;0;0;0;0;0;0;0;309;0;6;45
2025-09-23 08:52:28;$1;4;;12054;3857;0;0;0;0;0;0;0;309;0;6;45
2025-09-23 08:52:30;$1;4;;12054;3865;0;0;0;0;0;0;0;309;0;6;44
2025-09-23 08:52:32;$1;4;;12054;3863;0;0;0;0;0;0;0;309;0;6;42
