date;system_time;cycle_time;data starting; cycle; empty; provided voltage; voltage (mV); current (cA); battery1; battery2; battery3; battery4; battery5; battery6; unknown0; unknown1; capacity (mAh); unknown2
2025-10-22; 16:44:42;2:53:54.850525;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;379;33
2025-10-22; 16:44:44;2:53:56.860136;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;379;33
2025-10-22; 16:44:46;2:53:58.870476;$1;1;;12000;4197;9;0;0;0;0;0;0;366;0;379;32
2025-10-22; 16:44:48;2:54:00.808485;$1;1;;12000;4197;9;0;0;0;0;0;0;366;0;379;32
2025-10-22; 16:44:50;2:54:02.918483;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;379;33
2025-10-22; 16:44:52;2:54:04.871456;$1;1;;12000;4197;9;0;0;0;0;0;0;366;0;379;32
2025-10-22; 16:44:54;2:54:06.881263;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;379;33
2025-10-22; 16:44:56;2:54:08.891205;$1;1;;12000;4197;8;0;0;0;0;0;0;366;1;379;32
2025-10-22; 16:44:58;2:54:10.837248;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;379;33
2025-10-22; 16:45:00;2:54:12.846570;$1;1;;12000;4197;9;0;0;0;0;0;0;366;0;379;32
2025-10-22; 16:45:02;2:54:14.856541;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;379;33
2025-10-22; 16:45:04;2:54:16.892223;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;379;38
2025-10-22; 16:45:06;2:54:18.903106;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;379;33
2025-10-22; 16:45:08;2:54:20.913189;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;380;32
2025-10-22; 16:45:10;2:54:22.847235;$1;1;;12000;4197;9;0;0;0;0;0;0;366;0;380;38
2025-10-22; 16:45:12;2:54:24.857324;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;380;32
2025-10-22; 16:45:14;2:54:26.866080;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;380;39
2025-10-22; 16:45:16;2:54:28.808239;$1;1;;12007;4197;9;0;0;0;0;0;0;366;0;380;33
2025-10-22; 16:45:18;2:54:30.917891;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;380;39
2025-10-22; 16:45:20;2:54:32.868204;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;380;39
2025-10-22; 16:45:22;2:54:34.876756;$1;1;;12007;4197;9;0;0;0;0;0;0;366;0;380;33
2025-10-22; 16:45:24;2:54:36.885561;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;380;32
2025-10-22; 16:45:26;2:54:38.830027;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;380;39
2025-10-22; 16:45:28;2:54:40.840336;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;380;39
2025-10-22; 16:45:30;2:54:42.851610;$1;1;;12000;4197;9;0;0;0;0;0;0;366;0;380;38
2025-10-22; 16:45:32;2:54:44.887702;$1;1;;12007;4197;9;0;0;0;0;0;0;366;0;380;33
2025-10-22; 16:45:34;2:54:46.898493;$1;1;;12000;4197;9;0;0;0;0;0;0;366;0;380;38
2025-10-22; 16:45:36;2:54:48.907986;$1;1;;12007;4197;9;0;0;0;0;0;0;366;0;380;33
2025-10-22; 16:45:38;2:54:50.846607;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;380;39
2025-10-22; 16:45:40;2:54:52.855686;$1;1;;12000;4197;9;0;0;0;0;0;0;366;0;380;38
2025-10-22; 16:45:42;2:54:54.864045;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;380;39
2025-10-22; 16:45:44;2:54:56.806134;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;380;39
2025-10-22; 16:45:46;2:54:58.916769;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;380;39
2025-10-22; 16:45:48;2:55:00.925672;$1;1;;12000;4197;9;0;0;0;0;0;0;366;0;381;39
2025-10-22; 16:45:50;2:55:02.857342;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;381;38
2025-10-22; 16:45:52;2:55:04.866676;$1;1;;12000;4197;9;0;0;0;0;0;0;366;0;381;39
2025-10-22; 16:45:54;2:55:06.876722;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;381;38
2025-10-22; 16:45:56;2:55:08.820656;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;381;38
2025-10-22; 16:45:58;2:55:10.831523;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;381;38
2025-10-22; 16:46:00;2:55:12.942390;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;381;33
2025-10-22; 16:46:02;2:55:14.877907;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;381;38
2025-10-22; 16:46:04;2:55:16.887210;$1;1;;12000;4197;9;0;0;0;0;0;0;366;0;381;39
2025-10-22; 16:46:06;2:55:18.895616;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;381;38
2025-10-22; 16:46:08;2:55:20.832287;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;381;38
2025-10-22; 16:46:10;2:55:22.842360;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;381;38
2025-10-22; 16:46:12;2:55:24.853554;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;381;38
2025-10-22; 16:46:14;2:55:26.886939;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;381;38
