date;time;battery_state;voltage[V];current[mA];capacity[mAh]
2025-09-23;16:20:55;rest;3.944;0;25
2025-09-23;16:20:57;rest;3.945;0;25
2025-09-23;16:20:59;rest;3.945;0;25
2025-09-23;16:21:01;rest;3.945;0;25
2025-09-23;16:21:03;rest;3.944;0;25
2025-09-23;16:21:05;rest;3.943;0;25
2025-09-23;16:21:07;rest;3.946;0;25
2025-09-23;16:21:09;rest;3.946;0;25
2025-09-23;16:21:11;rest;3.946;0;25
2025-09-23;16:21:13;rest;3.945;0;25
2025-09-23;16:21:15;rest;3.945;0;25
2025-09-23;16:21:17;rest;3.944;0;25
2025-09-23;16:21:19;rest;3.944;0;25
2025-09-23;16:21:21;rest;3.947;0;25
2025-09-23;16:21:23;rest;3.943;0;25
2025-09-23;16:21:25;rest;3.944;0;25
2025-09-23;16:21:27;rest;3.944;0;25
2025-09-23;16:21:29;rest;3.949;0;25
2025-09-23;16:21:31;rest;3.946;0;25
2025-09-23;16:21:33;rest;3.945;0;25
2025-09-23;16:21:35;rest;3.949;0;25
2025-09-23;16:21:37;rest;3.942;0;25
2025-09-23;16:21:39;rest;3.946;0;25
2025-09-23;16:21:41;rest;3.945;0;25
2025-09-23;16:21:43;rest;3.944;0;25
2025-09-23;16:21:45;rest;3.949;0;25
2025-09-23;16:21:47;rest;3.945;0;25
2025-09-23;16:21:49;rest;3.945;0;25
2025-09-23;16:21:51;rest;3.949;0;25
2025-09-23;16:21:53;rest;3.942;0;25
2025-09-23;16:21:55;rest;3.943;0;25
2025-09-23;16:21:57;rest;3.945;0;25
2025-09-23;16:21:59;rest;3.946;0;25
2025-09-23;16:22:01;rest;3.945;0;25
2025-09-23;16:22:03;rest;3.945;0;25
2025-09-23;16:22:05;rest;3.946;0;25
2025-09-23;16:22:07;rest;3.946;0;25
2025-09-23;16:22:09;rest;3.946;0;25
2025-09-23;16:22:11;rest;3.949;0;25
2025-09-23;16:22:13;rest;3.948;0;25
2025-09-23;16:22:15;rest;3.948;0;25
2025-09-23;16:22:17;rest;3.944;0;25
2025-09-23;16:22:19;rest;3.947;0;25
2025-09-23;16:22:21;rest;3.945;0;25
2025-09-23;16:22:23;rest;3.945;0;25
2025-09-23;16:22:25;rest;3.943;0;25
2025-09-23;16:22:27;rest;3.944;0;25
2025-09-23;16:22:29;rest;3.946;0;25
2025-09-23;16:22:31;rest;3.945;0;25
2025-09-23;16:22:33;rest;3.945;0;25
2025-09-23;16:22:35;rest;3.946;0;25
2025-09-23;16:22:37;rest;3.945;0;25
2025-09-23;16:22:39;rest;3.942;0;25
2025-09-23;16:22:41;rest;3.943;0;25
2025-09-23;16:22:43;rest;3.947;0;25
2025-09-23;16:22:45;rest;3.948;0;25
2025-09-23;16:22:47;rest;3.948;0;25
2025-09-23;16:22:49;rest;3.943;0;25
2025-09-23;16:22:51;rest;3.944;0;25
2025-09-23;16:22:53;rest;3.944;0;25
2025-09-23;16:22:55;rest;3.943;0;25
2025-09-23;16:22:57;rest;3.944;0;25
2025-09-23;16:22:59;rest;3.944;0;25
2025-09-23;16:23:01;rest;3.944;0;25
2025-09-23;16:23:03;rest;3.945;0;25
2025-09-23;16:23:05;rest;3.946;0;25
2025-09-23;16:23:07;rest;3.943;0;25
2025-09-23;16:23:09;rest;3.944;0;25
2025-09-23;16:23:11;rest;3.947;0;25
2025-09-23;16:23:13;rest;3.944;0;25
2025-09-23;16:23:15;rest;3.948;0;25
2025-09-23;16:23:17;rest;3.945;0;25
2025-09-23;16:23:19;rest;3.944;0;25
2025-09-23;16:23:21;rest;3.944;0;25
2025-09-23;16:23:23;rest;3.942;0;25
2025-09-23;16:23:25;rest;3.942;0;25
2025-09-23;16:23:27;rest;3.946;0;25
2025-09-23;16:23:29;rest;3.945;0;25
2025-09-23;16:23:31;rest;3.945;0;25
2025-09-23;16:23:33;rest;3.95;0;25
2025-09-23;16:23:35;rest;3.946;0;25
2025-09-23;16:23:37;rest;3.945;4;0
2025-09-23;16:23:39;discharging;3.568;15;0
2025-09-23;16:23:41;discharging;3.235;36;0
2025-09-23;17:19:43;rest;3.759;0;470
2025-09-23;17:19:45;rest;3.759;0;470
2025-09-23;17:19:47;rest;3.765;0;470
2025-09-23;17:19:49;rest;3.765;0;470
2025-09-23;17:19:51;rest;3.765;0;470
2025-09-23;17:19:53;rest;3.764;0;470
2025-09-23;17:19:55;rest;3.765;0;470
2025-09-23;17:19:57;rest;3.765;0;470
2025-09-23;17:19:59;rest;3.765;0;470
2025-09-23;17:20:01;rest;3.765;0;470
2025-09-23;17:20:03;rest;3.765;0;470
2025-09-23;17:20:05;rest;3.765;0;470
2025-09-23;17:20:07;rest;3.765;0;470
2025-09-23;17:20:09;rest;3.765;0;470
2025-09-23;17:20:11;rest;3.765;0;470
2025-09-23;17:20:13;rest;3.765;0;470
2025-09-23;17:20:15;rest;3.765;0;470
2025-09-23;17:20:17;rest;3.765;0;470
2025-09-23;17:20:19;rest;3.765;0;470
2025-09-23;17:20:21;rest;3.765;0;470
2025-09-23;17:20:23;rest;3.765;0;470
2025-09-23;17:20:25;rest;3.771;0;470
2025-09-23;17:20:27;rest;3.765;0;470
2025-09-23;17:20:29;rest;3.765;0;470
2025-09-23;17:20:31;rest;3.765;0;470
2025-09-23;17:20:33;rest;3.765;0;470
2025-09-23;17:20:35;rest;3.765;0;470
2025-09-23;17:20:37;rest;3.765;0;470
2025-09-23;17:20:39;rest;3.773;0;470
2025-09-23;17:20:41;rest;3.765;0;470
2025-09-23;17:20:43;rest;3.765;0;470
2025-09-23;17:20:45;rest;3.765;0;470
2025-09-23;17:20:47;rest;3.765;0;470
2025-09-23;17:20:49;rest;3.766;0;470
2025-09-23;17:20:51;rest;3.765;0;470
2025-09-23;17:20:53;rest;3.765;0;470
2025-09-23;17:20:55;rest;3.766;0;470
2025-09-23;17:20:57;rest;3.765;0;470
2025-09-23;17:20:59;rest;3.768;0;470
2025-09-23;17:21:01;rest;3.767;0;470
2025-09-23;17:21:03;rest;3.766;0;470
2025-09-23;17:21:05;rest;3.773;0;470
2025-09-23;17:21:07;rest;3.773;0;470
2025-09-23;17:21:09;rest;3.771;0;470
2025-09-23;17:21:11;rest;3.772;0;470
2025-09-23;17:21:13;rest;3.772;0;470
2025-09-23;17:21:15;rest;3.773;0;470
2025-09-23;17:21:17;rest;3.773;0;470
2025-09-23;17:21:19;rest;3.772;0;470
2025-09-23;17:21:21;rest;3.773;0;470
2025-09-23;17:21:23;rest;3.773;0;470
2025-09-23;17:21:25;rest;3.772;0;470
2025-09-23;17:21:27;rest;3.771;0;470
2025-09-23;17:21:29;rest;3.773;0;470
2025-09-23;17:21:31;rest;3.773;0;470
2025-09-23;17:21:33;rest;3.773;0;470
2025-09-23;17:21:35;rest;3.773;0;470
2025-09-23;17:21:37;rest;3.773;0;470
2025-09-23;17:21:39;rest;3.773;0;470
2025-09-23;17:21:41;rest;3.773;0;470
2025-09-23;17:21:43;rest;3.773;0;470
2025-09-23;17:21:45;rest;3.772;0;470
2025-09-23;17:21:47;rest;3.773;0;470
2025-09-23;17:21:49;rest;3.773;0;470
2025-09-23;17:21:51;rest;3.773;0;470
2025-09-23;17:21:53;rest;3.773;0;470
2025-09-23;17:21:55;rest;3.773;0;470
2025-09-23;17:21:57;rest;3.773;0;470
2025-09-23;17:21:59;rest;3.773;0;470
2025-09-23;17:22:01;rest;3.773;0;470
2025-09-23;17:22:03;rest;3.773;0;470
2025-09-23;17:22:05;rest;3.773;0;470
2025-09-23;17:22:07;rest;3.773;0;470
2025-09-23;17:22:09;rest;3.773;0;470
2025-09-23;17:22:11;rest;3.773;0;470
2025-09-23;17:22:13;rest;3.773;0;470
2025-09-23;17:22:15;rest;3.773;0;470
2025-09-23;17:22:17;rest;3.773;0;470
2025-09-23;17:22:19;rest;3.773;0;470
2025-09-23;17:22:21;rest;3.773;0;470
2025-09-23;17:22:23;rest;3.773;0;470
2025-09-23;17:22:25;rest;3.773;0;470
2025-09-23;17:22:27;rest;3.773;0;470
2025-09-23;17:22:29;rest;3.773;0;470
2025-09-23;17:22:31;rest;3.773;0;470
2025-09-23;17:22:33;rest;3.773;0;470
2025-09-23;17:22:35;rest;3.779;0;470
2025-09-23;17:22:37;rest;3.773;0;470
2025-09-23;17:22:39;rest;3.773;0;470
2025-09-23;17:22:41;rest;3.773;0;470
2025-09-23;17:22:43;rest;3.773;0;470
2025-09-23;17:22:45;rest;3.773;0;470
2025-09-23;17:22:47;rest;3.773;0;470
2025-09-23;17:22:49;rest;3.773;0;470
2025-09-23;17:22:51;rest;3.773;0;470
2025-09-23;17:22:53;rest;3.773;0;470
2025-09-23;17:22:55;rest;3.777;0;470
2025-09-23;17:22:57;rest;3.773;0;470
2025-09-23;17:22:59;rest;3.78;0;470
2025-09-23;17:23:01;rest;3.773;0;470
2025-09-23;17:23:03;rest;3.773;0;470
2025-09-23;17:23:05;rest;3.779;0;470
2025-09-23;17:23:07;rest;3.773;0;470
2025-09-23;17:23:09;rest;3.773;0;470
2025-09-23;17:23:11;rest;3.773;0;470
2025-09-23;17:23:13;rest;3.778;0;470
2025-09-23;17:23:15;rest;3.779;0;470
2025-09-23;17:23:17;rest;3.773;0;470
2025-09-23;17:23:19;rest;3.777;0;470
2025-09-23;17:23:21;rest;3.773;0;470
2025-09-23;17:23:23;rest;3.777;0;470
2025-09-23;17:23:25;rest;3.773;0;470
2025-09-23;17:23:27;rest;3.773;0;470
2025-09-23;17:23:29;rest;3.774;0;470
2025-09-23;17:23:31;rest;3.773;0;470
2025-09-23;17:23:33;rest;3.774;0;470
2025-09-23;17:23:35;rest;3.773;0;470
2025-09-23;17:23:37;rest;3.776;0;470
2025-09-23;17:23:39;rest;3.773;0;470
2025-09-23;17:23:41;rest;3.773;0;470
2025-09-23;17:23:43;rest;3.774;0;470
2025-09-23;17:23:45;rest;3.773;0;470
2025-09-23;17:23:47;rest;3.773;0;470
2025-09-23;17:23:49;rest;3.774;0;470
2025-09-23;17:23:51;rest;3.774;0;470
2025-09-23;17:23:53;rest;3.773;0;470
2025-09-23;17:23:55;rest;3.774;0;470
2025-09-23;17:23:57;rest;3.774;0;470
2025-09-23;17:23:59;rest;3.774;0;470
2025-09-23;17:24:01;rest;3.774;0;470
2025-09-23;17:24:03;rest;3.775;0;470
2025-09-23;17:24:05;rest;3.775;0;470
2025-09-23;17:24:07;rest;3.775;0;470
2025-09-23;17:24:09;rest;3.774;0;470
2025-09-23;17:24:11;rest;3.774;0;470
2025-09-23;17:24:13;rest;3.78;0;470
2025-09-23;17:24:15;rest;3.775;0;470
2025-09-23;17:24:17;rest;3.777;0;470
2025-09-23;17:24:19;rest;3.776;0;470
2025-09-23;17:24:21;rest;3.777;0;470
2025-09-23;17:24:23;rest;3.779;0;470
2025-09-23;17:24:25;rest;3.777;0;470
2025-09-23;17:24:27;rest;3.777;0;470
2025-09-23;17:24:29;rest;3.776;0;470
2025-09-23;17:24:31;rest;3.776;0;470
2025-09-23;17:24:33;rest;3.78;0;470
2025-09-23;17:24:34;rest;3.777;0;470
2025-09-23;17:24:37;rest;3.776;0;470
2025-09-23;17:24:43;rest;3.779;1;0
2025-09-23;17:24:45;charging;4.081;9;0
2025-09-23;17:24:47;charging;4.197;23;0
