date;system_time;cycle_time;battery_state;voltage[V];current[mA];capacity[mAh]
2025-10-25; 02:00:54;0:00:28.142026;charging;4.197;0.18;28
2025-10-25; 02:00:54;0:00:28.253558;charging;4.203;0.18;28
2025-10-25; 02:00:54;0:00:28.363014;charging;4.204;0.18;28
2025-10-25; 02:00:54;0:00:28.470178;charging;4.197;0.18;28
2025-10-25; 02:00:54;0:00:28.575838;charging;4.197;0.18;28
2025-10-25; 02:00:54;0:00:28.680709;charging;4.197;0.18;28
2025-10-25; 02:00:54;0:00:28.784847;charging;4.197;0.18;28
2025-10-25; 02:00:54;0:00:28.900980;charging;4.197;0.18;29
2025-10-25; 02:00:55;0:00:29.017251;charging;4.197;0.18;29
2025-10-25; 02:00:55;0:00:29.151821;charging;4.197;0.18;29
2025-10-25; 02:00:55;0:00:29.255536;charging;4.197;0.18;29
2025-10-25; 02:00:55;0:00:29.363200;charging;4.197;0.18;29
2025-10-25; 02:00:55;0:00:29.526861;charging;4.202;0.18;29
2025-10-25; 02:00:55;0:00:29.634861;charging;4.202;0.18;29
2025-10-25; 02:00:55;0:00:29.741098;charging;4.203;0.18;29
2025-10-25; 02:00:55;0:00:29.848992;charging;4.202;0.18;29
2025-10-25; 02:00:56;0:00:29.953518;charging;4.197;0.18;29
2025-10-25; 02:00:56;0:00:30.056843;charging;4.204;0.18;30
2025-10-25; 02:00:56;0:00:30.161287;charging;4.197;0.18;30
2025-10-25; 02:00:56;0:00:30.268732;charging;4.197;0.18;30
2025-10-25; 02:00:56;0:00:30.398371;charging;4.197;0.18;30
2025-10-25; 02:00:56;0:00:30.523410;charging;4.197;0.18;30
2025-10-25; 02:00:56;0:00:30.632850;charging;4.197;0.18;30
2025-10-25; 02:00:56;0:00:30.736924;charging;4.197;0.18;30
2025-10-25; 02:00:56;0:00:30.841650;charging;4.197;0.18;30
2025-10-25; 02:00:57;0:00:30.949972;charging;4.197;0.18;30
2025-10-25; 02:00:57;0:00:31.070328;charging;4.197;0.17;30
2025-10-25; 02:00:57;0:00:31.173841;charging;4.197;0.18;31
2025-10-25; 02:00:57;0:00:31.319074;charging;4.196;0.17;31
2025-10-25; 02:00:57;0:00:31.431124;charging;4.197;0.17;31
2025-10-25; 02:00:57;0:00:31.572191;charging;4.202;0.18;31
2025-10-25; 02:00:57;0:00:31.681519;charging;4.197;0.18;31
2025-10-25; 02:00:57;0:00:31.790136;charging;4.202;0.18;31
2025-10-25; 02:00:57;0:00:31.905161;charging;4.197;0.18;31
2025-10-25; 02:00:58;0:00:32.080969;charging;4.203;0.17;31
2025-10-25; 02:00:58;0:00:32.211805;charging;4.203;0.18;31
2025-10-25; 02:00:58;0:00:32.318124;charging;4.197;0.18;31
2025-10-25; 02:00:58;0:00:32.448420;charging;4.197;0.18;32
2025-10-25; 02:00:58;0:00:32.558955;charging;4.205;0.18;32
2025-10-25; 02:00:58;0:00:32.684638;charging;4.203;0.17;32
2025-10-25; 02:00:58;0:00:32.792466;charging;4.197;0.18;32
2025-10-25; 02:00:58;0:00:32.926914;charging;4.196;0.17;32
2025-10-25; 02:00:59;0:00:33.042827;charging;4.196;0.17;32
2025-10-25; 02:00:59;0:00:33.155929;charging;4.197;0.17;32
2025-10-25; 02:00:59;0:00:33.260398;charging;4.197;0.18;32
2025-10-25; 02:00:59;0:00:33.364522;charging;4.197;0.17;32
2025-10-25; 02:00:59;0:00:33.499639;charging;4.197;0.17;32
2025-10-25; 02:00:59;0:00:33.605133;charging;4.201;0.17;33
2025-10-25; 02:00:59;0:00:33.714470;charging;4.197;0.17;33
2025-10-25; 02:00:59;0:00:33.828444;charging;4.197;0.17;33
2025-10-25; 02:00:59;0:00:33.943652;charging;4.202;0.17;33
2025-10-25; 02:01:00;0:00:34.066086;charging;4.197;0.17;33
2025-10-25; 02:01:00;0:00:34.170187;charging;4.197;0.17;33
2025-10-25; 02:01:00;0:00:34.276423;charging;4.203;0.17;33
2025-10-25; 02:01:00;0:00:34.392961;charging;4.197;0.17;33
2025-10-25; 02:01:00;0:00:34.508222;charging;4.197;0.17;33
2025-10-25; 02:01:00;0:00:34.618028;charging;4.197;0.17;33
2025-10-25; 02:01:00;0:00:34.722919;charging;4.196;0.17;34
2025-10-25; 02:01:00;0:00:34.829542;charging;4.196;0.17;34
2025-10-25; 02:01:00;0:00:34.943924;charging;4.196;0.17;34
2025-10-25; 02:01:01;0:00:35.058169;charging;4.204;0.17;34
2025-10-25; 02:01:01;0:00:35.166859;charging;4.197;0.17;34
2025-10-25; 02:01:01;0:00:35.271329;charging;4.197;0.17;34
2025-10-25; 02:01:01;0:00:35.393593;charging;4.203;0.17;34
2025-10-25; 02:01:01;0:00:35.497687;charging;4.197;0.17;34
2025-10-25; 02:01:01;0:00:35.612281;charging;4.202;0.17;34
2025-10-25; 02:01:01;0:00:35.718695;charging;4.197;0.17;34
2025-10-25; 02:01:01;0:00:35.825711;charging;4.197;0.17;35
2025-10-25; 02:01:01;0:00:35.931675;charging;4.197;0.17;35
